question_id,question,method,k,target_tokens,hit_at_k,first_hit_rank,evidence_chunk_id,top1_preview,matched_keyword_count,matched_keywords
Q6,How is the FQHC and CCBHC partnership structured for MOUD delivery?,semantic,9,5000,1,2,CIB on Opportunities to Address MH and SUD Needs of Homeless Individuals.txt::semantic::1,Basic Coding for Integrated Behavioral Health Care Updated February 2025  Always check with your state and all payors to determine the necessary qualifications for the designated billing providers. No...,5,ccbhc|access|partnership|moud|behavioral health
Q7,What training do staff receive for the MOUD program?,fixed,9,5000,0,,,and NADCP All rights reserved. • 17 === Page 18 === Procedures to Assure Treatment Adherence The following standards and procedures are adapted from the NADCP Adult Drug Court Best Practice Standards ...,0,
Q7,What training do staff receive for the MOUD program?,fixed_overlap,9,5000,0,,,"partnered with an MMCO that contracted with three behavioral health providers to operate the mobile health units, which were staffed with a licensed nurse or certified SUD counselor and a peer support...",0,
Q7,What training do staff receive for the MOUD program?,recursive,9,5000,0,,,Healing Hands VI. The Re-Entry Mobile Health Center (cont.) The mobile program provides both inreach and outreach services. Inreach specialists can go into jails and prison systems to establish relati...,0,
Q7,What training do staff receive for the MOUD program?,sentence_pack,9,5000,0,,,"Tobin 2009 Baltimore, USA n=250 street drug users, FU=85, followed up at 6 months Taught risk factors, sign and symptoms of opiate OD and strategies for preventing opiate OD and trained in IM injectio...",0,
Q7,What training do staff receive for the MOUD program?,semantic,9,5000,0,,,"However, individuals in rural areas have the highest level of opioid overdose and lacked access to providers that treat OUD.92 COBH used $6.7 million of the $30.1 million SOR federal grant to fund six...",0,
Q8,How is medication-assisted treatment billed and financed?,fixed,9,5000,1,1,"Medicaid Coverage of Medications to Reverse Opioid Overdose and Treat Alcohol and Opioid Use Disorders, Report.txt::fixed::1","engagement.55 Despite the COVID-19 public health emergency expiring on May 11, 2023,52 work is underway to retain some of the flexibilities implemented during the COVID-19 pandemic.56 Policy Challenge...",5,medicaid|billing|insurance|reimburse|code
Q8,How is medication-assisted treatment billed and financed?,fixed_overlap,9,5000,1,2,"Medicaid Coverage of Medications to Reverse Opioid Overdose and Treat Alcohol and Opioid Use Disorders, Report.txt::fixed_overlap::2",Center for Financing Reform and Innovation Medicaid Coverage of Medications to Reverse Opioid Overdose and Treat Alcohol and Opioid Use Disorders i Acknowledgments This report was prepared for the Sub...,4,medicaid|billing|insurance|grant
Q8,How is medication-assisted treatment billed and financed?,recursive,9,5000,1,6,"Medicaid Coverage of Medications to Reverse Opioid Overdose and Treat Alcohol and Opioid Use Disorders, Report.txt::recursive::3","Efforts to inflate the cost of prescription drugs point to the urgent need for better regulation of the pharmaceutical industry. For example, a recently filed lawsuit alleges that the manufacturer of ...",4,medicaid|billing|grant|code
Q8,How is medication-assisted treatment billed and financed?,sentence_pack,9,5000,1,1,"Medicaid Coverage of Medications to Reverse Opioid Overdose and Treat Alcohol and Opioid Use Disorders, Report.txt::sentence_pack::1",Nearly every state expanded access to telehealth for mental health and treatment of SUD during this period.54 Data shows that the expansion of telehealth reduced treatment dropout and increased MOUD t...,5,medicaid|billing|insurance|reimburse|code
Q8,How is medication-assisted treatment billed and financed?,semantic,9,5000,1,5,"Medicaid Coverage of Medications to Reverse Opioid Overdose and Treat Alcohol and Opioid Use Disorders, Report.txt::semantic::7",Estimates of the annual costs related to opioid use disorder (OUD) and overdose deaths have steadily increased from $504 billion in 201510 to $1.02 trillion in 201711 and $1.5 trillion in 2020.7 The a...,4,medicaid|billing|insurance|grant
Q9,What is opioid withdrawal and how should it be managed?,fixed,9,5000,1,1,a-drug-court-clinician's-guide-for-linking-people-to-opioid-treatment-services.txt::fixed::0,"=== Page 1 === A Drug Court Clinician’s Guide for Linking People to Opioid Treatment Services in Outpatient Offices, Clinics, and Opioid Treatment Programs (OTPs) === Page 2 === Introduction This pock...",7,withdrawal|symptoms|vomiting|cramps|sweating|withdrawal management|cold turkey
Q9,What is opioid withdrawal and how should it be managed?,fixed_overlap,9,5000,1,1,a-drug-court-clinician's-guide-for-linking-people-to-opioid-treatment-services.txt::fixed_overlap::0,"=== Page 1 === A Drug Court Clinician’s Guide for Linking People to Opioid Treatment Services in Outpatient Offices, Clinics, and Opioid Treatment Programs (OTPs) === Page 2 === Introduction This pock...",7,withdrawal|symptoms|vomiting|cramps|sweating|withdrawal management|cold turkey
Q9,What is opioid withdrawal and how should it be managed?,recursive,9,5000,1,1,a-drug-court-clinician's-guide-for-linking-people-to-opioid-treatment-services.txt::recursive::0,"=== Page 1 ===  A Drug Court Clinician’s Guide for Linking People to Opioid Treatment Services in Outpatient Offices, Clinics, and Opioid Treatment Programs (OTPs)  === Page 2 ===  Introduction This p...",7,withdrawal|symptoms|vomiting|cramps|sweating|withdrawal management|cold turkey
Q9,What is opioid withdrawal and how should it be managed?,sentence_pack,9,5000,1,1,a-drug-court-clinician's-guide-for-linking-people-to-opioid-treatment-services.txt::sentence_pack::0,"=== Page 1 ===  A Drug Court Clinician’s Guide for Linking People to Opioid Treatment Services in Outpatient Offices, Clinics, and Opioid Treatment Programs (OTPs)  === Page 2 ===  Introduction This p...",7,withdrawal|symptoms|vomiting|cramps|sweating|withdrawal management|cold turkey
Q9,What is opioid withdrawal and how should it be managed?,semantic,9,5000,0,,,The body’s adjustment to dose is part of an expected phenomenon known as physical dependence. Physical dependence includes both a tolerance and a withdrawal component. Withdrawal can happen when a per...,0,
Q10,What psychosocial treatments are recommended alongside medication for OUD?,fixed,9,5000,1,1,a-drug-court-team-member's-guide-to-medication-in-addiction-treatment.txt::fixed::0,"=== Page 1 === A Drug Court Team Member’s Guide to Medication in Addiction Treatment === Page 2 === Introduction This pocket guide is intended for non-clinical drug court team members (e.g., court coo...",6,psychosocial|counseling|treatment|behavioral|recovery|support
Q10,What psychosocial treatments are recommended alongside medication for OUD?,fixed_overlap,9,5000,1,1,a-drug-court-team-member's-guide-to-medication-in-addiction-treatment.txt::fixed_overlap::0,"=== Page 1 === A Drug Court Team Member’s Guide to Medication in Addiction Treatment === Page 2 === Introduction This pocket guide is intended for non-clinical drug court team members (e.g., court coo...",6,psychosocial|counseling|treatment|behavioral|recovery|support
Q10,What psychosocial treatments are recommended alongside medication for OUD?,recursive,9,5000,1,1,a-drug-court-team-member's-guide-to-medication-in-addiction-treatment.txt::recursive::0,"=== Page 1 ===  A Drug Court Team Member’s Guide to Medication in Addiction Treatment  === Page 2 ===  Introduction This pocket guide is intended for non-clinical drug court team members (e.g., court ...",6,psychosocial|counseling|treatment|behavioral|recovery|support
Q10,What psychosocial treatments are recommended alongside medication for OUD?,sentence_pack,9,5000,1,1,a-drug-court-team-member's-guide-to-medication-in-addiction-treatment.txt::sentence_pack::0,"=== Page 1 ===  A Drug Court Team Member’s Guide to Medication in Addiction Treatment  === Page 2 ===  Introduction This pocket guide is intended for non-clinical drug court team members (e.g., court ...",6,psychosocial|counseling|treatment|behavioral|recovery|support
Q10,What psychosocial treatments are recommended alongside medication for OUD?,semantic,9,5000,1,1,SAMHSA Overdose Prevention and Response Toolkit.txt::semantic::2,"Information on treatment services available in or near your community can be obtained from your state health department, your state alcohol and drug agency, or SAMHSA’s FindTreatment.gov at https://fi...",6,psychosocial|counseling|treatment|behavioral|recovery|support
Q11,What is the role of drug testing in drug court programs?,fixed,9,5000,1,1,a-drug-court-team-member's-guide-to-medication-in-addiction-treatment.txt::fixed::1,and NADCP All rights reserved. • 17 === Page 18 === Procedures to Assure Treatment Adherence The following standards and procedures are adapted from the NADCP Adult Drug Court Best Practice Standards ...,6,drug testing|toxicology|testing|substance use|sanctions|self report
Q11,What is the role of drug testing in drug court programs?,fixed_overlap,9,5000,1,2,a-drug-court-clinician's-guide-for-linking-people-to-opioid-treatment-services.txt::fixed_overlap::0,"=== Page 1 === A Drug Court Team Member’s Guide to Medication in Addiction Treatment === Page 2 === Introduction This pocket guide is intended for non-clinical drug court team members (e.g., court coo...",6,drug testing|toxicology|testing|substance use|sanctions|self report
Q11,What is the role of drug testing in drug court programs?,recursive,9,5000,1,2,a-drug-court-clinician's-guide-for-linking-people-to-opioid-treatment-services.txt::recursive::0,"=== Page 1 ===  A Drug Court Team Member’s Guide to Medication in Addiction Treatment  === Page 2 ===  Introduction This pocket guide is intended for non-clinical drug court team members (e.g., court ...",6,drug testing|toxicology|testing|substance use|sanctions|self report
Q11,What is the role of drug testing in drug court programs?,sentence_pack,9,5000,1,1,a-drug-court-team-member's-guide-to-medication-in-addiction-treatment.txt::sentence_pack::1,"• Once a clinician has been located, it is important to link the participant to medication, not simply refer a person. This includes engaging the participant in understanding and consenting to medicat...",6,drug testing|toxicology|testing|substance use|sanctions|self report
Q11,What is the role of drug testing in drug court programs?,semantic,9,5000,1,1,a-drug-court-team-member's-guide-to-medication-in-addiction-treatment.txt::semantic::3,"• Once a clinician has been located, it is important to link the participant to medication, not simply refer a person. This includes engaging the participant in understanding and consenting to medicat...",6,drug testing|toxicology|testing|substance use|sanctions|self report
Q12,How are patients assessed and diagnosed for opioid use disorder?,fixed,9,5000,1,1,a-drug-court-clinician's-guide-for-linking-people-to-opioid-treatment-services.txt::fixed::0,"=== Page 1 === A Drug Court Clinician’s Guide for Linking People to Opioid Treatment Services in Outpatient Offices, Clinics, and Opioid Treatment Programs (OTPs) === Page 2 === Introduction This pock...",6,assessment|diagnosis|asam|clinician|multidimensional|evaluation
Q12,How are patients assessed and diagnosed for opioid use disorder?,fixed_overlap,9,5000,1,1,a-drug-court-clinician's-guide-for-linking-people-to-opioid-treatment-services.txt::fixed_overlap::0,"=== Page 1 === A Drug Court Clinician’s Guide for Linking People to Opioid Treatment Services in Outpatient Offices, Clinics, and Opioid Treatment Programs (OTPs) === Page 2 === Introduction This pock...",6,assessment|diagnosis|asam|clinician|multidimensional|evaluation
Q12,How are patients assessed and diagnosed for opioid use disorder?,recursive,9,5000,1,1,a-drug-court-clinician's-guide-for-linking-people-to-opioid-treatment-services.txt::recursive::0,"=== Page 1 ===  A Drug Court Clinician’s Guide for Linking People to Opioid Treatment Services in Outpatient Offices, Clinics, and Opioid Treatment Programs (OTPs)  === Page 2 ===  Introduction This p...",6,assessment|diagnosis|asam|clinician|multidimensional|evaluation
Q12,How are patients assessed and diagnosed for opioid use disorder?,sentence_pack,9,5000,1,1,a-drug-court-clinician's-guide-for-linking-people-to-opioid-treatment-services.txt::sentence_pack::0,"=== Page 1 ===  A Drug Court Clinician’s Guide for Linking People to Opioid Treatment Services in Outpatient Offices, Clinics, and Opioid Treatment Programs (OTPs)  === Page 2 ===  Introduction This p...",6,assessment|diagnosis|asam|clinician|multidimensional|evaluation
Q12,How are patients assessed and diagnosed for opioid use disorder?,semantic,9,5000,1,1,a-drug-court-clinician's-guide-for-linking-people-to-opioid-treatment-services.txt::semantic::0,"=== Page 1 ===  A Drug Court Clinician’s Guide for Linking People to Opioid Treatment Services in Outpatient Offices, Clinics, and Opioid Treatment Programs (OTPs)  === Page 2 ===  Introduction This p...",5,assessment|diagnosis|asam|clinician|multidimensional
Q13,What are the successes and challenges of the Access-Clark MOUD partnership?,fixed,9,5000,0,,,"form of understanding systems and processes in order to facilitate access to healthcare, and it also involves being willing to transform organizational structures to include people with experience of ...",0,
Q13,What are the successes and challenges of the Access-Clark MOUD partnership?,fixed_overlap,9,5000,1,1,"Medicaid Coverage of Medications to Reverse Opioid Overdose and Treat Alcohol and Opioid Use Disorders, Report.txt::fixed_overlap::3","partnered with an MMCO that contracted with three behavioral health providers to operate the mobile health units, which were staffed with a licensed nurse or certified SUD counselor and a peer support...",4,access|clark|psychiatry|therapy
Q13,What are the successes and challenges of the Access-Clark MOUD partnership?,recursive,9,5000,0,,,CMS Cross Cutting Initiative Behavioral Health Addressing the country’s behavioral health crisis is a key priority for CMS. Medicaid and the Children’s Health Insurance Program (CHIP) are the largest ...,0,
Q13,What are the successes and challenges of the Access-Clark MOUD partnership?,sentence_pack,9,5000,0,,,"Trial is fully funded by NIHR but has received implants at no cost from manufacturer and is preparing placebo implants at a modest cost. No payment has been made to Kings College, John Strang or NHS. ...",0,
Q13,What are the successes and challenges of the Access-Clark MOUD partnership?,semantic,9,5000,0,,,"However, individuals in rural areas have the highest level of opioid overdose and lacked access to providers that treat OUD.92 COBH used $6.7 million of the $30.1 million SOR federal grant to fund six...",0,
Q14,What types of staff are involved in the MOUD care team?,fixed,9,5000,1,4,Healing Hands for January 2024.txt::fixed::1,and NADCP All rights reserved. • 17 === Page 18 === Procedures to Assure Treatment Adherence The following standards and procedures are adapted from the NADCP Adult Drug Court Best Practice Standards ...,4,psychiatrist|nurse practitioner|outreach|nursing
Q14,What types of staff are involved in the MOUD care team?,fixed_overlap,9,5000,0,,,"partnered with an MMCO that contracted with three behavioral health providers to operate the mobile health units, which were staffed with a licensed nurse or certified SUD counselor and a peer support...",0,
Q14,What types of staff are involved in the MOUD care team?,recursive,9,5000,1,2,Healing Hands for January 2024.txt::recursive::1,Healing Hands VI. The Re-Entry Mobile Health Center (cont.) The mobile program provides both inreach and outreach services. Inreach specialists can go into jails and prison systems to establish relati...,4,psychiatrist|nurse practitioner|outreach|nursing
Q14,What types of staff are involved in the MOUD care team?,sentence_pack,9,5000,1,2,Healing Hands for January 2024.txt::sentence_pack::1,"• Once a clinician has been located, it is important to link the participant to medication, not simply refer a person. This includes engaging the participant in understanding and consenting to medicat...",4,psychiatrist|nurse practitioner|outreach|nursing
Q14,What types of staff are involved in the MOUD care team?,semantic,9,5000,0,,,"• Once a clinician has been located, it is important to link the participant to medication, not simply refer a person. This includes engaging the participant in understanding and consenting to medicat...",0,
Q15,How can drug court participants be linked to medication-assisted treatment providers?,fixed,9,5000,1,2,a-drug-court-team-member's-guide-to-medication-in-addiction-treatment.txt::fixed::0,and NADCP All rights reserved. • 17 === Page 18 === Procedures to Assure Treatment Adherence The following standards and procedures are adapted from the NADCP Adult Drug Court Best Practice Standards ...,7,provider|locator|samhsa|physician|link|refer|office based
Q15,How can drug court participants be linked to medication-assisted treatment providers?,fixed_overlap,9,5000,1,1,a-drug-court-team-member's-guide-to-medication-in-addiction-treatment.txt::fixed_overlap::0,"=== Page 1 === A Drug Court Team Member’s Guide to Medication in Addiction Treatment === Page 2 === Introduction This pocket guide is intended for non-clinical drug court team members (e.g., court coo...",7,provider|locator|samhsa|physician|link|refer|office based
Q15,How can drug court participants be linked to medication-assisted treatment providers?,recursive,9,5000,1,1,a-drug-court-team-member's-guide-to-medication-in-addiction-treatment.txt::recursive::0,"=== Page 1 ===  A Drug Court Team Member’s Guide to Medication in Addiction Treatment  === Page 2 ===  Introduction This pocket guide is intended for non-clinical drug court team members (e.g., court ...",5,provider|samhsa|physician|refer|office based
Q15,How can drug court participants be linked to medication-assisted treatment providers?,sentence_pack,9,5000,1,1,a-drug-court-team-member's-guide-to-medication-in-addiction-treatment.txt::sentence_pack::1,"• Once a clinician has been located, it is important to link the participant to medication, not simply refer a person. This includes engaging the participant in understanding and consenting to medicat...",4,samhsa|link|refer|office based
Q15,How can drug court participants be linked to medication-assisted treatment providers?,semantic,9,5000,1,1,a-drug-court-team-member's-guide-to-medication-in-addiction-treatment.txt::semantic::3,"• Once a clinician has been located, it is important to link the participant to medication, not simply refer a person. This includes engaging the participant in understanding and consenting to medicat...",4,samhsa|link|refer|office based
Q1,How should someone respond to an opioid overdose?,fixed,3,7000,1,1,14104_Community Management of Opioid Overdose.txt::fixed::0,"Contact Management of Substance Abuse Department of Mental Health and Substance Abuse 20, Avenue Appia 1211 Geneva 27 Switzerland Tel: + 41 22 791 21 11 Email: msb@who.int www.who.int/substance_abuse ...",5,naloxone|overdose|breathing|intranasal|injection
Q1,How should someone respond to an opioid overdose?,fixed_overlap,3,7000,1,1,14104_Community Management of Opioid Overdose.txt::fixed_overlap::0,"Contact Management of Substance Abuse Department of Mental Health and Substance Abuse 20, Avenue Appia 1211 Geneva 27 Switzerland Tel: + 41 22 791 21 11 Email: msb@who.int www.who.int/substance_abuse ...",5,naloxone|overdose|breathing|intranasal|injection
Q1,How should someone respond to an opioid overdose?,recursive,3,7000,1,1,14104_Community Management of Opioid Overdose.txt::recursive::0,"Contact Management of Substance Abuse Department of Mental Health and Substance Abuse 20, Avenue Appia  1211 Geneva 27  Switzerland Tel: + 41 22 791 21 11 Email: msb@who.int www.who.int/substance_abus...",5,naloxone|overdose|breathing|intranasal|injection
Q1,How should someone respond to an opioid overdose?,sentence_pack,3,7000,1,1,14104_Community Management of Opioid Overdose.txt::sentence_pack::0,"Contact Management of Substance Abuse Department of Mental Health and Substance Abuse 20, Avenue Appia 1211 Geneva 27 Switzerland Tel: + 41 22 791 21 11 Email: msb@who.int www.who.int/substance_abuse ...",5,naloxone|overdose|breathing|intranasal|injection
Q1,How should someone respond to an opioid overdose?,semantic,3,7000,0,,,"Contact Management of Substance Abuse Department of Mental Health and Substance Abuse 20, Avenue Appia 1211 Geneva 27 Switzerland Tel: + 41 22 791 21 11 Email: msb@who.int www.who.int/substance_abuse ...",0,
Q2,What are the signs and symptoms of opioid overdose?,fixed,3,7000,0,,,Amount of naloxone used to reverse opioid overdoses outside of medical practice in a city with increasing illicitly manufactured fentanyl in illicit drug supply. Substance Abuse. 2019;40(1):52–55. doi...,0,
Q2,What are the signs and symptoms of opioid overdose?,fixed_overlap,3,7000,0,,,"to lowering overdose thresholds among individuals with chronic viral hepatitis, particularly long-standing hepatitis C viral infection (28). Although people taking prescribed opioids are at lower risk...",0,
Q2,What are the signs and symptoms of opioid overdose?,recursive,3,7000,0,,,"17. National Harm Reduction Coalition. Recognizing Opioid Overdose, 2023.https://harmreduction.org/issues/overdose-prevention/overview/overdose-basics/recognizing- opioid-overdose/. Accessed Sep 1, 20...",0,
Q2,What are the signs and symptoms of opioid overdose?,sentence_pack,3,7000,0,,,"These signs and symptoms may include body aches, diarrhea, fast heart rate, fever, runny nose, sneezing, gooseflesh, sweating, yawning, nausea or vomiting, nervousness, restlessness, or irritability, ...",0,
Q2,What are the signs and symptoms of opioid overdose?,semantic,3,7000,0,,,"Although there is no available medication that can reverse stimulant overdose like naloxone or nalmefene to reverse opioid overdose, there are prescription medications and medical treatment that can m...",0,
Q3,What is buprenorphine and how is it used to treat opioid use disorder?,fixed,3,7000,0,,,"health resources (e.g., contacts for the nearest CBO, fentanyl testing strips, OORM). If the patient is receiving prescription opioids for pain management, help them contact their prescribing provider...",0,
Q3,What is buprenorphine and how is it used to treat opioid use disorder?,fixed_overlap,3,7000,1,3,a-drug-court-clinician's-guide-for-linking-people-to-opioid-treatment-services.txt::fixed_overlap::0,generic equivalent is covered. Wisconsin: There is a diagnosis restriction. Wyoming: Client must have a diagnosis of opioid dependence or abuse. This is not to be used for the treatment of chronic pai...,5,buprenorphine|partial agonist|withdrawal|office based|suboxone
Q3,What is buprenorphine and how is it used to treat opioid use disorder?,recursive,3,7000,1,2,a-drug-court-clinician's-guide-for-linking-people-to-opioid-treatment-services.txt::recursive::0,69 Community management of opioid overdose 24. W alsh SL et al. Clinical pharmacology of buprenorphine: ceiling effects at high doses. Clinical Pharmacology and Therapeutics. 1994 May;55(5):569-80. 25...,5,buprenorphine|partial agonist|withdrawal|office based|suboxone
Q3,What is buprenorphine and how is it used to treat opioid use disorder?,sentence_pack,3,7000,1,2,a-drug-court-clinician's-guide-for-linking-people-to-opioid-treatment-services.txt::sentence_pack::0,"These signs and symptoms may include body aches, diarrhea, fast heart rate, fever, runny nose, sneezing, gooseflesh, sweating, yawning, nausea or vomiting, nervousness, restlessness, or irritability, ...",5,buprenorphine|partial agonist|withdrawal|office based|suboxone
Q3,What is buprenorphine and how is it used to treat opioid use disorder?,semantic,3,7000,0,,,Medications to Treat Opioid Use Disorder Approved medications that are covered by Medicaid for the treatment of opioid use disorder (MOUD) include: methadone; buprenorphine; and naltrexone. Methadone ...,0,
Q4,What is methadone and when is it recommended for OUD treatment?,fixed,3,7000,1,2,a-drug-court-team-member's-guide-to-medication-in-addiction-treatment.txt::fixed::0,"health resources (e.g., contacts for the nearest CBO, fentanyl testing strips, OORM). If the patient is receiving prescription opioids for pain management, help them contact their prescribing provider...",6,methadone|agonist|daily dosing|otp|opioid treatment program|adherence
Q4,What is methadone and when is it recommended for OUD treatment?,fixed_overlap,3,7000,1,1,a-drug-court-team-member's-guide-to-medication-in-addiction-treatment.txt::fixed_overlap::0,"=== Page 1 === A Drug Court Team Member’s Guide to Medication in Addiction Treatment === Page 2 === Introduction This pocket guide is intended for non-clinical drug court team members (e.g., court coo...",6,methadone|agonist|daily dosing|otp|opioid treatment program|adherence
Q4,What is methadone and when is it recommended for OUD treatment?,recursive,3,7000,1,1,a-drug-court-team-member's-guide-to-medication-in-addiction-treatment.txt::recursive::0,"=== Page 1 ===  A Drug Court Team Member’s Guide to Medication in Addiction Treatment  === Page 2 ===  Introduction This pocket guide is intended for non-clinical drug court team members (e.g., court ...",6,methadone|agonist|daily dosing|otp|opioid treatment program|adherence
Q4,What is methadone and when is it recommended for OUD treatment?,sentence_pack,3,7000,1,2,a-drug-court-team-member's-guide-to-medication-in-addiction-treatment.txt::sentence_pack::0,"These signs and symptoms may include body aches, diarrhea, fast heart rate, fever, runny nose, sneezing, gooseflesh, sweating, yawning, nausea or vomiting, nervousness, restlessness, or irritability, ...",6,methadone|agonist|daily dosing|otp|opioid treatment program|adherence
Q4,What is methadone and when is it recommended for OUD treatment?,semantic,3,7000,1,3,a-drug-court-team-member's-guide-to-medication-in-addiction-treatment.txt::semantic::0,"These nonmonitored doses are called “take homes” and allow a participant to manage a certain number of days of medication at home. • Methadone should be reinstituted immediately if relapse occurs, or ...",4,methadone|daily dosing|otp|adherence
Q5,What is naltrexone and how does it work for opioid addiction?,fixed,3,7000,0,,,Amount of naloxone used to reverse opioid overdoses outside of medical practice in a city with increasing illicitly manufactured fentanyl in illicit drug supply. Substance Abuse. 2019;40(1):52–55. doi...,0,
Q5,What is naltrexone and how does it work for opioid addiction?,fixed_overlap,3,7000,1,1,a-drug-court-clinician's-guide-for-linking-people-to-opioid-treatment-services.txt::fixed_overlap::1,"naltrexone and experience a relapse are at increased risk for overdose. Use of naltrexone results in the loss of opioid tolerance, potentially exposing participants who relapse to a fatal overdose sim...",5,naltrexone|antagonist|relapse|vivitrol|injectable
Q5,What is naltrexone and how does it work for opioid addiction?,recursive,3,7000,0,,,WHO guidelines Recommendations Guidelines for the Psychosocially Assisted Pharmacological Treatment of Opioid Dependence (2009) http://www.who.int/substance_abuse/publications/ opioid_dependence_guide...,0,
Q5,What is naltrexone and how does it work for opioid addiction?,sentence_pack,3,7000,0,,,"Key question What should be the response to opioid overdose after the administration of naloxone and successful reversal of opioid overdose in the community, including by lay first responders? Systema...",0,
Q5,What is naltrexone and how does it work for opioid addiction?,semantic,3,7000,0,,,Medications to Treat Opioid Use Disorder Approved medications that are covered by Medicaid for the treatment of opioid use disorder (MOUD) include: methadone; buprenorphine; and naltrexone. Methadone ...,0,
Q6,How is the FQHC and CCBHC partnership structured for MOUD delivery?,fixed,3,7000,1,3,CIB on Opportunities to Address MH and SUD Needs of Homeless Individuals.txt::fixed::0,Basic Coding for Integrated Behavioral Health Care Updated February 2025 Always check with your state and all payors to determine the necessary qualifications for the designated billing providers. Not...,5,ccbhc|access|partnership|moud|behavioral health
Q6,How is the FQHC and CCBHC partnership structured for MOUD delivery?,fixed_overlap,3,7000,1,3,CIB on Opportunities to Address MH and SUD Needs of Homeless Individuals.txt::fixed_overlap::0,Basic Coding for Integrated Behavioral Health Care Updated February 2025 Always check with your state and all payors to determine the necessary qualifications for the designated billing providers. Not...,5,ccbhc|access|partnership|moud|behavioral health
Q6,How is the FQHC and CCBHC partnership structured for MOUD delivery?,recursive,3,7000,1,3,CIB on Opportunities to Address MH and SUD Needs of Homeless Individuals.txt::recursive::0,Basic Coding for Integrated Behavioral Health Care Updated February 2025  Always check with your state and all payors to determine the necessary qualifications for the designated billing providers. No...,5,ccbhc|access|partnership|moud|behavioral health
Q6,How is the FQHC and CCBHC partnership structured for MOUD delivery?,sentence_pack,3,7000,1,3,CIB on Opportunities to Address MH and SUD Needs of Homeless Individuals.txt::sentence_pack::0,Basic Coding for Integrated Behavioral Health Care Updated February 2025  Always check with your state and all payors to determine the necessary qualifications for the designated billing providers. No...,5,ccbhc|access|partnership|moud|behavioral health
Q6,How is the FQHC and CCBHC partnership structured for MOUD delivery?,semantic,3,7000,1,3,CIB on Opportunities to Address MH and SUD Needs of Homeless Individuals.txt::semantic::0,Basic Coding for Integrated Behavioral Health Care Updated February 2025  Always check with your state and all payors to determine the necessary qualifications for the designated billing providers. No...,4,ccbhc|access|moud|behavioral health
Q7,What training do staff receive for the MOUD program?,fixed,3,7000,0,,,setting; o informing programme managers of the benefits of developing programmes to equip people likely to witness an opioid overdose with naloxone and to train them in managing an opioid overdose; o ...,0,
Q7,What training do staff receive for the MOUD program?,fixed_overlap,3,7000,0,,,"rates.60,63,64 This research suggests that the adoption of uniform minimum SUD education requirements as a condition of providing SUD treatment counseling for independent practitioners, coupled with a...",0,
Q7,What training do staff receive for the MOUD program?,recursive,3,7000,0,,,"Healing Hands V. The FIT Program (cont.) Before people leave incarceration, they are told which county they’ll be living in. We put people in touch with a CHW so that things are seamless post-discharg...",0,
Q7,What training do staff receive for the MOUD program?,sentence_pack,3,7000,0,,,Basic Coding for Integrated Behavioral Health Care Updated February 2025  Always check with your state and all payors to determine the necessary qualifications for the designated billing providers. No...,0,
Q7,What training do staff receive for the MOUD program?,semantic,3,7000,0,,,"Subsequently, a multidisciplinary, multistakeholder Advisory Committee of experts from across Canada was struck to guide the project. A subset of the Advisory Committee, an Education Working Group, wa...",0,
Q8,How is medication-assisted treatment billed and financed?,fixed,3,7000,1,1,"Medicaid Coverage of Medications to Reverse Opioid Overdose and Treat Alcohol and Opioid Use Disorders, Report.txt::fixed::1","OUD. Maryland, Rhode Island, and Vermont have each implemented a coordinated care approach based on the health home option.7 13 CHAPTER 3 Review of Medicaid Coverage and Availability of Medications fo...",6,medicaid|billing|insurance|grant|reimburse|code
Q8,How is medication-assisted treatment billed and financed?,fixed_overlap,3,7000,1,2,"Medicaid Coverage of Medications to Reverse Opioid Overdose and Treat Alcohol and Opioid Use Disorders, Report.txt::fixed_overlap::2","https:// www.medicaid.gov/medicaid/prescription- drugs/state-drug-utilization-data/index. html 74. Lombardi BM, de Saxe Zerden L, Greeno C. Federally Qualified Health Centers Use of Telehealth to Deli...",5,medicaid|billing|insurance|grant|reimburse
Q8,How is medication-assisted treatment billed and financed?,recursive,3,7000,1,1,"Medicaid Coverage of Medications to Reverse Opioid Overdose and Treat Alcohol and Opioid Use Disorders, Report.txt::recursive::2","35 Conclusion The need for access to SUD treatment is critical. In 2021, nearly a quarter of a million people in the United States died due to either drug overdose or causes associated with AUD.9,106 ...",5,medicaid|billing|grant|reimburse|code
Q8,How is medication-assisted treatment billed and financed?,sentence_pack,3,7000,1,1,"Medicaid Coverage of Medications to Reverse Opioid Overdose and Treat Alcohol and Opioid Use Disorders, Report.txt::sentence_pack::1",ACA included a provision for Medicaid to reimburse providers for coordinated health care for Medicaid enrollees in behavioral health care settings.80 This development helps address the fragmented deli...,6,medicaid|billing|insurance|grant|reimburse|code
Q8,How is medication-assisted treatment billed and financed?,semantic,3,7000,1,3,"Medicaid Coverage of Medications to Reverse Opioid Overdose and Treat Alcohol and Opioid Use Disorders, Report.txt::semantic::2","Medicaid now reimburses OTP-based health homes that provide patients with coordinated care. This tool has been used in innovative ways to offer integrated care to beneficiaries with OUD. Maryland, Rho...",4,medicaid|billing|insurance|reimburse
